fiber_index,x,y,moisture,time_index
0,0,0,0.05,0
0,0,0,0.0543240948041756,1
0,0,0,0.0596937658925235,2
0,0,0,0.065128858178786,3
0,0,0,0.0702723800545819,4
0,0,0,0.0751438080697107,5
0,0,0,0.0796372133582807,6
0,0,0,0.0850680126943187,7
0,0,0,0.0904945430976445,8
0,0,0,0.0954661922659,9
0,0,0,0.1002960311221099,10
0,0,0,0.1050760482904678,11
0,0,0,0.1104480978613495,12
0,0,0,0.1160001134185144,13
0,0,0,0.1211676286931241,14
0,0,0,0.1254658373703154,15
0,0,0,0.1304883567189937,16
0,0,0,0.1358334491827782,17
0,0,0,0.1413903095827108,18
0,0,0,0.1464381675322351,19
0,0,0,0.1507012209854719,20
0,0,0,0.1558400672511609,21
0,0,0,0.1614232110706909,22
0,0,0,0.1668031453045574,23
0,0,0,0.1716160696818203,24
0,0,0,0.176418815844685,25
0,0,0,0.1812039751161879,26
0,0,0,0.186800637829438,27
0,0,0,0.1921788716133836,28
0,0,0,0.1967378891859835,29
0,0,0,0.199852626910501,30
0,0,0,0.2000990132698666,31
0,0,0,0.1999889665138296,32
0,0,0,0.1999981934573619,33
0,0,0,0.2000001772337989,34
0,0,0,0.2000000328382965,35
0,0,0,0.1999999968965463,36
0,0,0,0.1999999996685826,37
0,0,0,0.2000000000482508,38
0,0,0,0.2000000000095194,39
0,0,0,0.1999999999993011,40
0,0,0,0.1999999999998111,41
0,0,0,0.20000000000001,42
0,0,0,0.2000000000000037,43
0,0,0,0.1999999999999991,44
0,0,0,0.1999999999999999,45
0,0,0,0.1999999999999999,46
0,0,0,0.2,47
0,0,0,0.2,48
0,0,0,0.1999999999999999,49
0,0,0,0.2,50
0,0,0,0.1999999999999999,51
0,0,0,0.1999999999999999,52
0,0,0,0.1999999999999999,53
0,0,0,0.1999999999999999,54
0,0,0,0.1999999999999999,55
0,0,0,0.2,56
0,0,0,0.2,57
0,0,0,0.1999999999999999,58
0,0,0,0.1999999999999999,59
0,0,0,0.1999999999999999,60
0,0,0,0.2,61
0,0,0,0.1999999999999999,62
0,0,0,0.2,63
0,0,0,0.2,64
0,0,0,0.2,65
0,0,0,0.1999999999999999,66
0,0,0,0.2,67
0,0,0,0.1999999999999999,68
0,0,0,0.1999999999999999,69
0,0,0,0.1999999999999999,70
0,0,0,0.2,71
0,0,0,0.2,72
0,0,0,0.2,73
0,0,0,0.2,74
0,0,0,0.2,75
0,0,0,0.1999999999999999,76
0,0,0,0.2,77
0,0,0,0.1999999999999999,78
0,0,0,0.2,79
0,0,0,0.2,80
0,0,0,0.1999999999999999,81
0,0,0,0.2,82
0,0,0,0.1999999999999999,83
0,0,0,0.1999999999999999,84
0,0,0,0.2,85
0,0,0,0.1999999999999999,86
0,0,0,0.1999999999999999,87
0,0,0,0.2,88
0,0,0,0.1999999999999999,89
0,0,0,0.2,90
0,0,0,0.2,91
0,0,0,0.2,92
0,0,0,0.2,93
0,0,0,0.2,94
0,0,0,0.1999999999999999,95
0,0,0,0.1999999999999999,96
0,0,0,0.1999999999999999,97
0,0,0,0.2,98
0,0,0,0.2,99
1,1,0,0.05,0
1,1,0,0.0543240948041756,1
1,1,0,0.0596937658925235,2
1,1,0,0.065128858178786,3
1,1,0,0.0702723800545819,4
1,1,0,0.0751438080697107,5
1,1,0,0.0796372133582807,6
1,1,0,0.0850680126943187,7
1,1,0,0.0904945430976445,8
1,1,0,0.0954661922659,9
1,1,0,0.1002960311221099,10
1,1,0,0.1050760482904678,11
1,1,0,0.1104480978613495,12
1,1,0,0.1160001134185144,13
1,1,0,0.1211676286931241,14
1,1,0,0.1254658373703154,15
1,1,0,0.1304883567189937,16
1,1,0,0.1358334491827782,17
1,1,0,0.1413903095827108,18
1,1,0,0.1464381675322351,19
1,1,0,0.1507012209854719,20
1,1,0,0.1558400672511609,21
1,1,0,0.1614232110706909,22
1,1,0,0.1668031453045574,23
1,1,0,0.1716160696818203,24
1,1,0,0.176418815844685,25
1,1,0,0.1812039751161879,26
1,1,0,0.186800637829438,27
1,1,0,0.1921788716133836,28
1,1,0,0.1967378891859835,29
1,1,0,0.199852626910501,30
1,1,0,0.2000990132698666,31
1,1,0,0.1999889665138296,32
1,1,0,0.1999981934573619,33
1,1,0,0.2000001772337989,34
1,1,0,0.2000000328382965,35
1,1,0,0.1999999968965463,36
1,1,0,0.1999999996685826,37
1,1,0,0.2000000000482508,38
1,1,0,0.2000000000095194,39
1,1,0,0.1999999999993011,40
1,1,0,0.1999999999998111,41
1,1,0,0.20000000000001,42
1,1,0,0.2000000000000037,43
1,1,0,0.1999999999999991,44
1,1,0,0.1999999999999999,45
1,1,0,0.1999999999999999,46
1,1,0,0.2,47
1,1,0,0.2,48
1,1,0,0.1999999999999999,49
1,1,0,0.2,50
1,1,0,0.1999999999999999,51
1,1,0,0.1999999999999999,52
1,1,0,0.1999999999999999,53
1,1,0,0.1999999999999999,54
1,1,0,0.1999999999999999,55
1,1,0,0.2,56
1,1,0,0.2,57
1,1,0,0.1999999999999999,58
1,1,0,0.1999999999999999,59
1,1,0,0.1999999999999999,60
1,1,0,0.2,61
1,1,0,0.1999999999999999,62
1,1,0,0.2,63
1,1,0,0.2,64
1,1,0,0.2,65
1,1,0,0.1999999999999999,66
1,1,0,0.2,67
1,1,0,0.1999999999999999,68
1,1,0,0.1999999999999999,69
1,1,0,0.1999999999999999,70
1,1,0,0.2,71
1,1,0,0.2,72
1,1,0,0.2,73
1,1,0,0.2,74
1,1,0,0.2,75
1,1,0,0.1999999999999999,76
1,1,0,0.2,77
1,1,0,0.1999999999999999,78
1,1,0,0.2,79
1,1,0,0.2,80
1,1,0,0.1999999999999999,81
1,1,0,0.2,82
1,1,0,0.1999999999999999,83
1,1,0,0.1999999999999999,84
1,1,0,0.2,85
1,1,0,0.1999999999999999,86
1,1,0,0.1999999999999999,87
1,1,0,0.2,88
1,1,0,0.1999999999999999,89
1,1,0,0.2,90
1,1,0,0.2,91
1,1,0,0.2,92
1,1,0,0.2,93
1,1,0,0.2,94
1,1,0,0.1999999999999999,95
1,1,0,0.1999999999999999,96
1,1,0,0.1999999999999999,97
1,1,0,0.2,98
1,1,0,0.2,99
2,2,0,0.05,0
2,2,0,0.0543240948041756,1
2,2,0,0.0596937658925235,2
2,2,0,0.065128858178786,3
2,2,0,0.0702723800545819,4
2,2,0,0.0751438080697107,5
2,2,0,0.0796372133582807,6
2,2,0,0.0850680126943187,7
2,2,0,0.0904945430976445,8
2,2,0,0.0954661922659,9
2,2,0,0.1002960311221099,10
2,2,0,0.1050760482904678,11
2,2,0,0.1104480978613495,12
2,2,0,0.1160001134185144,13
2,2,0,0.1211676286931241,14
2,2,0,0.1254658373703154,15
2,2,0,0.1304883567189937,16
2,2,0,0.1358334491827782,17
2,2,0,0.1413903095827108,18
2,2,0,0.1464381675322351,19
2,2,0,0.1507012209854719,20
2,2,0,0.1558400672511609,21
2,2,0,0.1614232110706909,22
2,2,0,0.1668031453045574,23
2,2,0,0.1716160696818203,24
2,2,0,0.176418815844685,25
2,2,0,0.1812039751161879,26
2,2,0,0.186800637829438,27
2,2,0,0.1921788716133836,28
2,2,0,0.1967378891859835,29
2,2,0,0.199852626910501,30
2,2,0,0.2000990132698666,31
2,2,0,0.1999889665138296,32
2,2,0,0.1999981934573619,33
2,2,0,0.2000001772337989,34
2,2,0,0.2000000328382965,35
2,2,0,0.1999999968965463,36
2,2,0,0.1999999996685826,37
2,2,0,0.2000000000482508,38
2,2,0,0.2000000000095194,39
2,2,0,0.1999999999993011,40
2,2,0,0.1999999999998111,41
2,2,0,0.20000000000001,42
2,2,0,0.2000000000000037,43
2,2,0,0.1999999999999991,44
2,2,0,0.1999999999999999,45
2,2,0,0.1999999999999999,46
2,2,0,0.2,47
2,2,0,0.2,48
2,2,0,0.1999999999999999,49
2,2,0,0.2,50
2,2,0,0.1999999999999999,51
2,2,0,0.1999999999999999,52
2,2,0,0.1999999999999999,53
2,2,0,0.1999999999999999,54
2,2,0,0.1999999999999999,55
2,2,0,0.2,56
2,2,0,0.2,57
2,2,0,0.1999999999999999,58
2,2,0,0.1999999999999999,59
2,2,0,0.1999999999999999,60
2,2,0,0.2,61
2,2,0,0.1999999999999999,62
2,2,0,0.2,63
2,2,0,0.2,64
2,2,0,0.2,65
2,2,0,0.1999999999999999,66
2,2,0,0.2,67
2,2,0,0.1999999999999999,68
2,2,0,0.1999999999999999,69
2,2,0,0.1999999999999999,70
2,2,0,0.2,71
2,2,0,0.2,72
2,2,0,0.2,73
2,2,0,0.2,74
2,2,0,0.2,75
2,2,0,0.1999999999999999,76
2,2,0,0.2,77
2,2,0,0.1999999999999999,78
2,2,0,0.2,79
2,2,0,0.2,80
2,2,0,0.1999999999999999,81
2,2,0,0.2,82
2,2,0,0.1999999999999999,83
2,2,0,0.1999999999999999,84
2,2,0,0.2,85
2,2,0,0.1999999999999999,86
2,2,0,0.1999999999999999,87
2,2,0,0.2,88
2,2,0,0.1999999999999999,89
2,2,0,0.2,90
2,2,0,0.2,91
2,2,0,0.2,92
2,2,0,0.2,93
2,2,0,0.2,94
2,2,0,0.1999999999999999,95
2,2,0,0.1999999999999999,96
2,2,0,0.1999999999999999,97
2,2,0,0.2,98
2,2,0,0.2,99
3,3,0,0.05,0
3,3,0,0.0543240948041756,1
3,3,0,0.0596937658925235,2
3,3,0,0.065128858178786,3
3,3,0,0.0702723800545819,4
3,3,0,0.0751438080697107,5
3,3,0,0.0796372133582807,6
3,3,0,0.0850680126943187,7
3,3,0,0.0904945430976445,8
3,3,0,0.0954661922659,9
3,3,0,0.1002960311221099,10
3,3,0,0.1050760482904678,11
3,3,0,0.1104480978613495,12
3,3,0,0.1160001134185144,13
3,3,0,0.1211676286931241,14
3,3,0,0.1254658373703154,15
3,3,0,0.1304883567189937,16
3,3,0,0.1358334491827782,17
3,3,0,0.1413903095827108,18
3,3,0,0.1464381675322351,19
3,3,0,0.1507012209854719,20
3,3,0,0.1558400672511609,21
3,3,0,0.1614232110706909,22
3,3,0,0.1668031453045574,23
3,3,0,0.1716160696818203,24
3,3,0,0.176418815844685,25
3,3,0,0.1812039751161879,26
3,3,0,0.186800637829438,27
3,3,0,0.1921788716133836,28
3,3,0,0.1967378891859835,29
3,3,0,0.199852626910501,30
3,3,0,0.2000990132698666,31
3,3,0,0.1999889665138296,32
3,3,0,0.1999981934573619,33
3,3,0,0.2000001772337989,34
3,3,0,0.2000000328382965,35
3,3,0,0.1999999968965463,36
3,3,0,0.1999999996685826,37
3,3,0,0.2000000000482508,38
3,3,0,0.2000000000095194,39
3,3,0,0.1999999999993011,40
3,3,0,0.1999999999998111,41
3,3,0,0.20000000000001,42
3,3,0,0.2000000000000037,43
3,3,0,0.1999999999999991,44
3,3,0,0.1999999999999999,45
3,3,0,0.1999999999999999,46
3,3,0,0.2,47
3,3,0,0.2,48
3,3,0,0.1999999999999999,49
3,3,0,0.2,50
3,3,0,0.1999999999999999,51
3,3,0,0.1999999999999999,52
3,3,0,0.1999999999999999,53
3,3,0,0.1999999999999999,54
3,3,0,0.1999999999999999,55
3,3,0,0.2,56
3,3,0,0.2,57
3,3,0,0.1999999999999999,58
3,3,0,0.1999999999999999,59
3,3,0,0.1999999999999999,60
3,3,0,0.2,61
3,3,0,0.1999999999999999,62
3,3,0,0.2,63
3,3,0,0.2,64
3,3,0,0.2,65
3,3,0,0.1999999999999999,66
3,3,0,0.2,67
3,3,0,0.1999999999999999,68
3,3,0,0.1999999999999999,69
3,3,0,0.1999999999999999,70
3,3,0,0.2,71
3,3,0,0.2,72
3,3,0,0.2,73
3,3,0,0.2,74
3,3,0,0.2,75
3,3,0,0.1999999999999999,76
3,3,0,0.2,77
3,3,0,0.1999999999999999,78
3,3,0,0.2,79
3,3,0,0.2,80
3,3,0,0.1999999999999999,81
3,3,0,0.2,82
3,3,0,0.1999999999999999,83
3,3,0,0.1999999999999999,84
3,3,0,0.2,85
3,3,0,0.1999999999999999,86
3,3,0,0.1999999999999999,87
3,3,0,0.2,88
3,3,0,0.1999999999999999,89
3,3,0,0.2,90
3,3,0,0.2,91
3,3,0,0.2,92
3,3,0,0.2,93
3,3,0,0.2,94
3,3,0,0.1999999999999999,95
3,3,0,0.1999999999999999,96
3,3,0,0.1999999999999999,97
3,3,0,0.2,98
3,3,0,0.2,99
4,4,0,0.05,0
4,4,0,0.0543240948041756,1
4,4,0,0.0596937658925235,2
4,4,0,0.065128858178786,3
4,4,0,0.0702723800545819,4
4,4,0,0.0751438080697107,5
